sample_name	metric	Treatment	TP	a	b	Site_a	Site_b	withinamong	distance
182	weighted	CTN	0tp	AS2012	AS2011	TY	SB	among sites	0.13039384408471688
183	weighted	CTN	0tp	AS2012	AS2013	TY	TY	within TY	0.12791805823793986
184	weighted	CTN	0tp	AS2012	AS2015	TY	SB	among sites	0.1406468462217769
185	weighted	CTN	0tp	AS2012	AS2016	TY	TY	within TY	0.17251034005841573
186	weighted	CTN	0tp	AS2012	AS2020	TY	TY	within TY	0.16885261891072467
187	weighted	CTN	0tp	AS2012	AS2018	TY	SB	among sites	0.2007058806935811
188	weighted	CTN	0tp	AS2012	AS2019	TY	SB	among sites	0.19037804687721635
189	weighted	CTN	0tp	AS2012	AS2014	TY	SB	among sites	0.18008326781775047
190	weighted	CTN	0tp	AS2012	AS2017	TY	TY	within TY	0.1377416717697299
191	weighted	CTN	0tp	AS2011	AS2013	SB	TY	among sites	0.16546051415726248
192	weighted	CTN	0tp	AS2011	AS2015	SB	SB	within SB	0.12466877060386247
193	weighted	CTN	0tp	AS2011	AS2016	SB	TY	among sites	0.2062897869532636
194	weighted	CTN	0tp	AS2011	AS2020	SB	TY	among sites	0.18841087350992608
195	weighted	CTN	0tp	AS2011	AS2018	SB	SB	within SB	0.23384152875401326
196	weighted	CTN	0tp	AS2011	AS2019	SB	SB	within SB	0.2210780189605494
197	weighted	CTN	0tp	AS2011	AS2014	SB	SB	within SB	0.2056473320296167
198	weighted	CTN	0tp	AS2011	AS2017	SB	TY	among sites	0.1693504730310656
199	weighted	CTN	0tp	AS2013	AS2015	TY	SB	among sites	0.16307987033564122
200	weighted	CTN	0tp	AS2013	AS2016	TY	TY	within TY	0.139131284677996
201	weighted	CTN	0tp	AS2013	AS2020	TY	TY	within TY	0.13031000836797402
202	weighted	CTN	0tp	AS2013	AS2018	TY	SB	among sites	0.1672871173883298
203	weighted	CTN	0tp	AS2013	AS2019	TY	SB	among sites	0.16978131505865754
204	weighted	CTN	0tp	AS2013	AS2014	TY	SB	among sites	0.1684089100625866
205	weighted	CTN	0tp	AS2013	AS2017	TY	TY	within TY	0.1084320465655493
206	weighted	CTN	0tp	AS2015	AS2016	SB	TY	among sites	0.14414156022050534
207	weighted	CTN	0tp	AS2015	AS2020	SB	TY	among sites	0.17400711333175492
208	weighted	CTN	0tp	AS2015	AS2018	SB	SB	within SB	0.2298248109319416
209	weighted	CTN	0tp	AS2015	AS2019	SB	SB	within SB	0.2197483604589018
210	weighted	CTN	0tp	AS2015	AS2014	SB	SB	within SB	0.19456182614130502
211	weighted	CTN	0tp	AS2015	AS2017	SB	TY	among sites	0.16487358108143682
212	weighted	CTN	0tp	AS2016	AS2020	TY	TY	within TY	0.15419483880019033
213	weighted	CTN	0tp	AS2016	AS2018	TY	SB	among sites	0.20656982274696375
214	weighted	CTN	0tp	AS2016	AS2019	TY	SB	among sites	0.21240109142908611
215	weighted	CTN	0tp	AS2016	AS2014	TY	SB	among sites	0.2057411855908662
216	weighted	CTN	0tp	AS2016	AS2017	TY	TY	within TY	0.14716735168696415
217	weighted	CTN	0tp	AS2020	AS2018	TY	SB	among sites	0.18583342313513385
218	weighted	CTN	0tp	AS2020	AS2019	TY	SB	among sites	0.11597231246437788
219	weighted	CTN	0tp	AS2020	AS2014	TY	SB	among sites	0.19898209200899175
220	weighted	CTN	0tp	AS2020	AS2017	TY	TY	within TY	0.13460987219533688
221	weighted	CTN	0tp	AS2018	AS2019	SB	SB	within SB	0.16990785615811801
222	weighted	CTN	0tp	AS2018	AS2014	SB	SB	within SB	0.1306165581534762
223	weighted	CTN	0tp	AS2018	AS2017	SB	TY	among sites	0.13059288696614232
224	weighted	CTN	0tp	AS2019	AS2014	SB	SB	within SB	0.19535962547344154
225	weighted	CTN	0tp	AS2019	AS2017	SB	TY	among sites	0.15494500967986846
226	weighted	CTN	0tp	AS2014	AS2017	SB	TY	among sites	0.16073410385096368
227	weighted	TCN	0tp	AS2028	AS2025	TY	TY	within TY	0.09965867047449048
228	weighted	TCN	0tp	AS2028	AS2024	TY	TY	within TY	0.08917969288635824
229	weighted	TCN	0tp	AS2028	AS2027	TY	SB	among sites	0.15333313338581808
230	weighted	TCN	0tp	AS2028	AS2029	TY	TY	within TY	0.12176301811397645
231	weighted	TCN	0tp	AS2028	AS2023	TY	SB	among sites	0.14387641613511254
232	weighted	TCN	0tp	AS2028	AS2030	TY	SB	among sites	0.1175381212463607
233	weighted	TCN	0tp	AS2028	AS2026	TY	SB	among sites	0.10404381306977893
234	weighted	TCN	0tp	AS2025	AS2024	TY	TY	within TY	0.1111144272264398
235	weighted	TCN	0tp	AS2025	AS2027	TY	SB	among sites	0.17918528831958014
236	weighted	TCN	0tp	AS2025	AS2029	TY	TY	within TY	0.14584089640969786
237	weighted	TCN	0tp	AS2025	AS2023	TY	SB	among sites	0.1583496587462206
238	weighted	TCN	0tp	AS2025	AS2030	TY	SB	among sites	0.16033009760055816
239	weighted	TCN	0tp	AS2025	AS2026	TY	SB	among sites	0.11710038036582375
240	weighted	TCN	0tp	AS2024	AS2027	TY	SB	among sites	0.16543947617915586
241	weighted	TCN	0tp	AS2024	AS2029	TY	TY	within TY	0.1143650595310421
242	weighted	TCN	0tp	AS2024	AS2023	TY	SB	among sites	0.12605265694319462
243	weighted	TCN	0tp	AS2024	AS2030	TY	SB	among sites	0.12785961149639016
244	weighted	TCN	0tp	AS2024	AS2026	TY	SB	among sites	0.097698287651723
245	weighted	TCN	0tp	AS2027	AS2029	SB	TY	among sites	0.19003731107499885
246	weighted	TCN	0tp	AS2027	AS2023	SB	SB	within SB	0.1101542537007253
247	weighted	TCN	0tp	AS2027	AS2030	SB	SB	within SB	0.1839055763776243
248	weighted	TCN	0tp	AS2027	AS2026	SB	SB	within SB	0.14777381506809326
249	weighted	TCN	0tp	AS2029	AS2023	TY	SB	among sites	0.15963385851777662
250	weighted	TCN	0tp	AS2029	AS2030	TY	SB	among sites	0.1350310262409291
251	weighted	TCN	0tp	AS2029	AS2026	TY	SB	among sites	0.1409332697857912
252	weighted	TCN	0tp	AS2023	AS2030	SB	SB	within SB	0.16669558955907768
253	weighted	TCN	0tp	AS2023	AS2026	SB	SB	within SB	0.12233467425867628
254	weighted	TCN	0tp	AS2030	AS2026	SB	SB	within SB	0.12775966099987135
255	weighted	TN	0tp	AS2035	AS2039	SB	SB	within SB	0.23342323775210702
256	weighted	TN	0tp	AS2035	AS2034	SB	SB	within SB	0.14078079079505332
257	weighted	TN	0tp	AS2035	AS2033	SB	TY	among sites	0.15680965270676792
258	weighted	TN	0tp	AS2035	AS2036	SB	TY	among sites	0.11032399458272912
259	weighted	TN	0tp	AS2035	AS2038	SB	SB	within SB	0.19770582841346526
260	weighted	TN	0tp	AS2035	AS2040	SB	TY	among sites	0.2006247206200837
261	weighted	TN	0tp	AS2035	AS2037	SB	TY	among sites	0.166093933977985
262	weighted	TN	0tp	AS2039	AS2034	SB	SB	within SB	0.24775816878791065
263	weighted	TN	0tp	AS2039	AS2033	SB	TY	among sites	0.18847773950489494
264	weighted	TN	0tp	AS2039	AS2036	SB	TY	among sites	0.2136750681370235
265	weighted	TN	0tp	AS2039	AS2038	SB	SB	within SB	0.16859058525805054
266	weighted	TN	0tp	AS2039	AS2040	SB	TY	among sites	0.15731583715456213
267	weighted	TN	0tp	AS2039	AS2037	SB	TY	among sites	0.15839108686760864
268	weighted	TN	0tp	AS2034	AS2033	SB	TY	among sites	0.1460233635428808
269	weighted	TN	0tp	AS2034	AS2036	SB	TY	among sites	0.1380669004372908
270	weighted	TN	0tp	AS2034	AS2038	SB	SB	within SB	0.2194292564270018
271	weighted	TN	0tp	AS2034	AS2040	SB	TY	among sites	0.20703243313165756
272	weighted	TN	0tp	AS2034	AS2037	SB	TY	among sites	0.16779154654411854
273	weighted	TN	0tp	AS2033	AS2036	TY	TY	within TY	0.1227433614530977
274	weighted	TN	0tp	AS2033	AS2038	TY	SB	among sites	0.15665652522374066
275	weighted	TN	0tp	AS2033	AS2040	TY	TY	within TY	0.12239387513776025
276	weighted	TN	0tp	AS2033	AS2037	TY	TY	within TY	0.10806203639009007
277	weighted	TN	0tp	AS2036	AS2038	TY	SB	among sites	0.1815728171846303
278	weighted	TN	0tp	AS2036	AS2040	TY	TY	within TY	0.1574264258896293
279	weighted	TN	0tp	AS2036	AS2037	TY	TY	within TY	0.13234143620590408
280	weighted	TN	0tp	AS2038	AS2040	SB	TY	among sites	0.13023656576202253
281	weighted	TN	0tp	AS2038	AS2037	SB	TY	among sites	0.14268765246804962
282	weighted	TN	0tp	AS2040	AS2037	TY	TY	within TY	0.13357699146900354
