sample_name	metric	Treatment	TP	a	b	Site_a	Site_b	withinamong	distance
743	unweighted	CTN	0tp	AS2011	AS2020	SB	TY	among sites	0.5033069448298223
744	unweighted	CTN	0tp	AS2011	AS2018	SB	SB	within SB	0.4642658977552397
745	unweighted	CTN	0tp	AS2011	AS2019	SB	SB	within SB	0.5392799229072386
746	unweighted	CTN	0tp	AS2011	AS2014	SB	SB	within SB	0.40470144066566655
747	unweighted	CTN	0tp	AS2011	AS2017	SB	TY	among sites	0.4838717764508412
748	unweighted	CTN	0tp	AS2013	AS2015	TY	SB	among sites	0.4558267733855055
749	unweighted	CTN	0tp	AS2013	AS2016	TY	TY	within TY	0.4536479910367758
750	unweighted	CTN	0tp	AS2013	AS2020	TY	TY	within TY	0.5507802399278378
751	unweighted	CTN	0tp	AS2013	AS2018	TY	SB	among sites	0.4812961661873274
752	unweighted	CTN	0tp	AS2013	AS2019	TY	SB	among sites	0.5843656615093581
753	unweighted	CTN	0tp	AS2013	AS2014	TY	SB	among sites	0.3929478244683393
754	unweighted	CTN	0tp	AS2013	AS2017	TY	TY	within TY	0.4485868249756851
755	unweighted	CTN	0tp	AS2015	AS2016	SB	TY	among sites	0.4471249222507887
756	unweighted	CTN	0tp	AS2015	AS2020	SB	TY	among sites	0.5512921482655654
757	unweighted	CTN	0tp	AS2015	AS2018	SB	SB	within SB	0.478942361255056
758	unweighted	CTN	0tp	AS2015	AS2019	SB	SB	within SB	0.5539620105380244
759	unweighted	CTN	0tp	AS2015	AS2014	SB	SB	within SB	0.401656970147397
760	unweighted	CTN	0tp	AS2015	AS2017	SB	TY	among sites	0.4840427158834477
761	unweighted	CTN	0tp	AS2016	AS2020	TY	TY	within TY	0.5246223834462838
762	unweighted	CTN	0tp	AS2016	AS2018	TY	SB	among sites	0.5032549223021584
763	unweighted	CTN	0tp	AS2016	AS2019	TY	SB	among sites	0.5846371209542645
764	unweighted	CTN	0tp	AS2016	AS2014	TY	SB	among sites	0.4539243175244189
765	unweighted	CTN	0tp	AS2016	AS2017	TY	TY	within TY	0.4776697550905941
766	unweighted	CTN	0tp	AS2020	AS2018	TY	SB	among sites	0.5557905855889298
767	unweighted	CTN	0tp	AS2020	AS2019	TY	SB	among sites	0.40213397141571705
768	unweighted	CTN	0tp	AS2020	AS2014	TY	SB	among sites	0.5500400299729677
769	unweighted	CTN	0tp	AS2020	AS2017	TY	TY	within TY	0.5241663312258702
770	unweighted	CTN	0tp	AS2018	AS2019	SB	SB	within SB	0.5555058423048697
771	unweighted	CTN	0tp	AS2018	AS2014	SB	SB	within SB	0.4961033026806504
772	unweighted	CTN	0tp	AS2018	AS2017	SB	TY	among sites	0.3969818079778333
773	unweighted	CTN	0tp	AS2019	AS2014	SB	SB	within SB	0.574511281112681
774	unweighted	CTN	0tp	AS2019	AS2017	SB	TY	among sites	0.5154484199820941
775	unweighted	CTN	0tp	AS2014	AS2017	SB	TY	among sites	0.498640504483885
776	unweighted	TCN	0tp	AS2028	AS2025	TY	TY	within TY	0.4357387399344347
777	unweighted	TCN	0tp	AS2028	AS2024	TY	TY	within TY	0.4221398826877745
778	unweighted	TCN	0tp	AS2028	AS2027	TY	SB	among sites	0.4318230211758785
779	unweighted	TCN	0tp	AS2028	AS2029	TY	TY	within TY	0.4371277728475577
780	unweighted	TCN	0tp	AS2028	AS2023	TY	SB	among sites	0.4763731435930215
781	unweighted	TCN	0tp	AS2028	AS2030	TY	SB	among sites	0.4675985466723634
782	unweighted	TCN	0tp	AS2028	AS2026	TY	SB	among sites	0.4677637507432534
783	unweighted	TCN	0tp	AS2025	AS2024	TY	TY	within TY	0.4172793229997821
784	unweighted	TCN	0tp	AS2025	AS2027	TY	SB	among sites	0.4355185877842777
785	unweighted	TCN	0tp	AS2025	AS2029	TY	TY	within TY	0.4452542525425695
786	unweighted	TCN	0tp	AS2025	AS2023	TY	SB	among sites	0.4399263987896999
787	unweighted	TCN	0tp	AS2025	AS2030	TY	SB	among sites	0.5031606281801315
788	unweighted	TCN	0tp	AS2025	AS2026	TY	SB	among sites	0.3652831049777472
789	unweighted	TCN	0tp	AS2024	AS2027	TY	SB	among sites	0.4747174753787841
790	unweighted	TCN	0tp	AS2024	AS2029	TY	TY	within TY	0.4421505334799814
791	unweighted	TCN	0tp	AS2024	AS2023	TY	SB	among sites	0.3700874988429407
792	unweighted	TCN	0tp	AS2024	AS2030	TY	SB	among sites	0.4960698306430828
793	unweighted	TCN	0tp	AS2024	AS2026	TY	SB	among sites	0.4580735956800001
794	unweighted	TCN	0tp	AS2027	AS2029	SB	TY	among sites	0.4467592502040785
795	unweighted	TCN	0tp	AS2027	AS2023	SB	SB	within SB	0.4194437375813047
796	unweighted	TCN	0tp	AS2027	AS2030	SB	SB	within SB	0.5041516961027483
797	unweighted	TCN	0tp	AS2027	AS2026	SB	SB	within SB	0.4028068372677199
798	unweighted	TCN	0tp	AS2029	AS2023	TY	SB	among sites	0.4571522185445777
799	unweighted	TCN	0tp	AS2029	AS2030	TY	SB	among sites	0.4009739175855369
800	unweighted	TCN	0tp	AS2029	AS2026	TY	SB	among sites	0.4351809410057128
801	unweighted	TCN	0tp	AS2023	AS2030	SB	SB	within SB	0.5281255209721553
802	unweighted	TCN	0tp	AS2023	AS2026	SB	SB	within SB	0.4129136566017219
803	unweighted	TCN	0tp	AS2030	AS2026	SB	SB	within SB	0.4775716910735761
804	unweighted	TN	0tp	AS2035	AS2039	SB	SB	within SB	0.4844699126812007
805	unweighted	TN	0tp	AS2035	AS2034	SB	SB	within SB	0.4546634430601395
806	unweighted	TN	0tp	AS2035	AS2033	SB	TY	among sites	0.4332400881261814
807	unweighted	TN	0tp	AS2035	AS2036	SB	TY	among sites	0.3784727164147152
808	unweighted	TN	0tp	AS2035	AS2038	SB	SB	within SB	0.4849089157144105
809	unweighted	TN	0tp	AS2035	AS2040	SB	TY	among sites	0.5152418499105623
810	unweighted	TN	0tp	AS2035	AS2037	SB	TY	among sites	0.4267361313560871
811	unweighted	TN	0tp	AS2039	AS2034	SB	SB	within SB	0.5395833547699442
812	unweighted	TN	0tp	AS2039	AS2033	SB	TY	among sites	0.5020663645521639
813	unweighted	TN	0tp	AS2039	AS2036	SB	TY	among sites	0.4854450092687391
814	unweighted	TN	0tp	AS2039	AS2038	SB	SB	within SB	0.4854061681287197
815	unweighted	TN	0tp	AS2039	AS2040	SB	TY	among sites	0.412525297202048
816	unweighted	TN	0tp	AS2039	AS2037	SB	TY	among sites	0.4682380037224656
817	unweighted	TN	0tp	AS2034	AS2033	SB	TY	among sites	0.3840076226336703
818	unweighted	TN	0tp	AS2034	AS2036	SB	TY	among sites	0.4880614558544541
819	unweighted	TN	0tp	AS2034	AS2038	SB	SB	within SB	0.5237187694185822
820	unweighted	TN	0tp	AS2034	AS2040	SB	TY	among sites	0.5673955069936457
821	unweighted	TN	0tp	AS2034	AS2037	SB	TY	among sites	0.4658560833258201
822	unweighted	TN	0tp	AS2033	AS2036	TY	TY	within TY	0.4258250880804246
823	unweighted	TN	0tp	AS2033	AS2038	TY	SB	among sites	0.5242977061582204
824	unweighted	TN	0tp	AS2033	AS2040	TY	TY	within TY	0.4696314777892164
825	unweighted	TN	0tp	AS2033	AS2037	TY	TY	within TY	0.4283679612411168
826	unweighted	TN	0tp	AS2036	AS2038	TY	SB	among sites	0.4974410419729026
827	unweighted	TN	0tp	AS2036	AS2040	TY	TY	within TY	0.4683975290267808
828	unweighted	TN	0tp	AS2036	AS2037	TY	TY	within TY	0.40465410899559545
829	unweighted	TN	0tp	AS2038	AS2040	SB	TY	among sites	0.515485302948983
830	unweighted	TN	0tp	AS2038	AS2037	SB	TY	among sites	0.4419585655996681
831	unweighted	TN	0tp	AS2040	AS2037	TY	TY	within TY	0.44255354255175133
